更新时间,#genre#
CCTV-1,http://114.243.104.64:8822/rtp/239.3.1.129:8008$组播源|1920x1080
CCTV-1,http://123.113.237.160:8888/rtp/239.3.1.129:8008$组播源|1920x1080
CCTV-2,http://113.57.20.158:9901/tsfile/live/1021_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-2,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226676/index.m3u8$订阅源
CCTV-2,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226676/index.m3u8$订阅源
CCTV-2,http://60.12.183.46:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-2,http://fangke.blueswords.com:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221225588/2.m3u8$订阅源
CCTV-2,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000502/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000502$订阅源
CCTV-2,http://219.159.194.66:8181/tsfile/live/faacts/0002_1.m3u8$订阅源|1920x1080
CCTV-2,http://171.8.138.74:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-2,http://www.dsmcloud.top:8888/udp/239.81.0.115:4056$订阅源|1920x1080
CCTV-2,http://221.205.129.74:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-2,http://221.205.129.229:9999/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-2,http://139.196.151.191:2051/rtp/239.45.1.109:5140$上海电信组播源
CCTV-2,http://120.55.49.231:3095/rtp/233.50.201.119:5140$浙江电信组播源
CCTV-2,http://115.230.188.101:9999/rtp/233.50.201.119:5140$浙江电信组播源|1920x1080
CCTV-2,http://115.207.183.14:8881/rtp/233.50.201.119:5140$浙江电信组播源|1920x1080
CCTV-2,http://120.55.49.231:3095/rtp/233.50.201.2:5140$浙江电信组播源
CCTV-2,http://115.230.188.101:9999/rtp/233.50.201.2:5140$浙江电信组播源|1920x1080
CCTV-2,http://122.9.151.210:938/rtp/238.255.2.11:5999$贵州电信组播源
CCTV-2,http://123.113.237.160:8888/rtp/239.3.1.60:8084$组播源|1920x1080
CCTV-2,http://222.188.160.161:4022/rtp/239.49.8.130:6000$组播源|1920x1080
CCTV-2,http://114.243.104.64:8822/rtp/239.3.1.60:8084$组播源|1920x1080
CCTV-3,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265003/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265003&livemode=1&stbId=no$订阅源|1920x1080
CCTV-3,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265003$订阅源
CCTV-3,http://39.98.201.151:9090/udp/225.1.8.88:8000$订阅源
CCTV-3,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010212/index.m3u8$订阅源
CCTV-3,http://171.8.138.74:85/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-3,http://60.12.183.46:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-3,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010212/main.m3u8$订阅源
CCTV-3,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8$订阅源
CCTV-3,http://101.43.66.162/migunew.php?id=cctv3$订阅源
CCTV-3,http://139.196.228.200:5678/mghd1080.php?id=cctv3$订阅源|1920x1080
CCTV-3,http://221.205.129.229:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-3,http://221.205.129.74:9999/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-3,http://139.196.151.191:2051/rtp/239.45.1.68:5140$上海电信组播源
CCTV-3,http://120.55.49.231:3095/rtp/233.50.201.196:5140$浙江电信组播源
CCTV-3,http://115.230.188.101:9999/rtp/233.50.201.196:5140$浙江电信组播源|1920x1080
CCTV-3,http://115.207.183.14:8881/rtp/233.50.201.196:5140$浙江电信组播源|1920x1080
CCTV-3,http://120.55.49.231:3095/rtp/233.50.201.16:5140$浙江电信组播源
CCTV-3,http://115.230.188.101:9999/rtp/233.50.201.16:5140$浙江电信组播源|1920x1080
CCTV-3,http://122.9.151.210:938/rtp/238.255.2.133:5999$贵州电信组播源
CCTV-3,http://123.113.237.160:8888/rtp/239.3.1.172:8001$组播源|1920x1080
CCTV-3,http://114.243.104.64:8822/rtp/239.3.1.172:8001$组播源|1920x1080
CCTV-4,http://fangke.blueswords.com:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-4,http://119.163.63.188:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-4,http://101.43.66.162/migunew.php?id=cctv4o$订阅源
CCTV-4,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002173/index.m3u8$订阅源
CCTV-4,http://123.129.70.178:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-4,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002173/index.m3u8$订阅源
CCTV-4,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226539/index.m3u8$订阅源
CCTV-4,http://116.117.105.198:8096/tsfile/live/0004_1.m3u8$订阅源
CCTV-4,http://101.43.66.162/migunew.php?id=cctv4a$订阅源
CCTV-4,http://111.14.181.15:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-4,http://221.205.129.74:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-4,http://221.205.129.229:9999/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-4,http://139.196.151.191:2051/rtp/239.45.0.2:5140$上海电信组播源
CCTV-4,http://120.55.49.231:3095/rtp/233.50.200.101:5140$浙江电信组播源
CCTV-4,http://115.230.188.101:9999/rtp/233.50.200.101:5140$浙江电信组播源|1920x1080
CCTV-4,http://115.207.183.14:8881/rtp/233.50.200.101:5140$浙江电信组播源|1920x1080
CCTV-4,http://120.55.49.231:3095/rtp/233.50.201.4:5140$浙江电信组播源
CCTV-4,http://115.230.188.101:9999/rtp/233.50.201.4:5140$浙江电信组播源|1920x1080
CCTV-4,http://122.9.151.210:938/rtp/238.255.2.92:5999$贵州电信组播源
CCTV-4,http://122.9.151.210:938/rtp/238.255.2.213:5999$贵州电信组播源
CCTV-4,http://114.243.104.64:8822/rtp/239.3.1.105:8092$组播源|1920x1080
CCTV-4,http://123.113.237.160:8888/rtp/239.3.1.213:4220$组播源|1920x1080
CCTV-4,http://114.243.104.64:8822/rtp/239.3.1.213:4220$组播源|1920x1080
CCTV-4,http://123.113.237.160:8888/rtp/239.3.1.214:4220$组播源|1920x1080
CCTV-4,http://222.188.160.161:4022/rtp/239.49.8.131:6000$组播源|1920x1080
CCTV-4,http://123.113.237.160:8888/rtp/239.3.1.105:8092$组播源|1920x1080
CCTV-5,http://123.129.70.178:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$订阅源
CCTV-5,http://www.72444165.xyz:5005/itv/ystenlive/1000000005000265005$订阅源
CCTV-5,http://139.196.228.200:5678/mghd1080.php?id=cctv5$订阅源|1920x1080
CCTV-5,http://116.117.105.198:8096/tsfile/live/0005_1.m3u8$订阅源
CCTV-5,http://111.8.224.6:8085/tsfile/live/1008_1.m3u8$订阅源
CCTV-5,http://113.57.93.165:9900/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226019/index.m3u8$订阅源
CCTV-5,http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010063/1.m3u8$订阅源
CCTV-5,http://36.35.16.98:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-5,http://221.205.129.74:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-5,http://221.205.129.229:9999/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-5,http://139.196.151.191:2051/rtp/239.45.1.69:5140$上海电信组播源
CCTV-5,http://120.55.49.231:3095/rtp/233.50.201.197:5140$浙江电信组播源
CCTV-5,http://115.230.188.101:9999/rtp/233.50.201.197:5140$浙江电信组播源|1920x1080
CCTV-5,http://115.207.183.14:8881/rtp/233.50.201.197:5140$浙江电信组播源|1920x1080
CCTV-5,http://120.55.49.231:3095/rtp/233.50.201.17:5140$浙江电信组播源
CCTV-5,http://115.230.188.101:9999/rtp/233.50.201.17:5140$浙江电信组播源|1920x1080
CCTV-5,http://122.9.151.210:938/rtp/238.255.2.134:5999$贵州电信组播源
CCTV-5,http://114.243.104.64:8822/rtp/239.3.1.173:8001$组播源|1920x1080
CCTV-5,http://123.113.237.160:8888/rtp/239.3.1.173:8001$组播源|1920x1080
CCTV-5+,http://119.163.63.188:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5+,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8$订阅源
CCTV-5+,http://39.98.201.151:9090/udp/225.1.8.20:8004$订阅源
CCTV-5+,http://115.234.227.164:8808/udp/233.50.201.220:5140$订阅源|1920x1080
CCTV-5+,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265016/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265016&livemode=1&stbId=no$订阅源|1920x1080
CCTV-5+,http://36.35.16.98:9901/tsfile/live/0016_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-5+,http://101.43.66.162/migunew.php?id=cctv5p$订阅源
CCTV-5+,http://223.151.49.74:59901/tsfile/live/0018_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-5+,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000018504/1.m3u8$订阅源
CCTV-5+,http://[2409:8087:74f0:22::4]:6410/270000001128/9900000506/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000506$订阅源
CCTV-5+,http://122.9.151.210:938/rtp/238.255.2.185:5999$贵州电信组播源
CCTV-5+,http://114.243.104.64:8822/rtp/239.3.1.130:8004$组播源|1920x1080
CCTV-5+,http://123.113.237.160:8888/rtp/239.3.1.130:8004$组播源|1920x1080
CCTV-5+,http://120.55.49.231:3095/rtp/233.50.201.220:5140$浙江电信组播源
CCTV-5+,http://115.230.188.101:9999/rtp/233.50.201.220:5140$浙江电信组播源|1920x1080
CCTV-5+,http://115.207.183.14:8881/rtp/233.50.201.220:5140$浙江电信组播源|1920x1080
CCTV-5+,http://42.92.117.243:8888/rtp/239.255.30.184:8231$甘肃电信组播源
CCTV-5+,http://60.164.128.167:8029/rtp/239.255.30.184:8231$甘肃电信组播源|1920x1080
CCTV-5+,http://123.121.93.25:8686/rtp/239.3.1.130:8004$北京联通组播源|1920x1080
CCTV-5+,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000020505/1.m3u8$订阅源
CCTV-6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226010/index.m3u8$订阅源
CCTV-6,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000016466/1.m3u8$订阅源
CCTV-6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8$订阅源
CCTV-6,http://[2409:8087:74d9:21::6]/270000001128/9900000006/index.m3u8$订阅源
CCTV-6,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000001000001737/index.m3u8?channel-id=ystenlive&Contentid=1000000001000001737&livemode=1&stbId=no$订阅源|1920x1080
CCTV-6,http://58.57.21.166:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-6,http://116.128.242.83:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226010/index.m3u8$订阅源
CCTV-6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$订阅源
CCTV-6,http://222.218.158.86:8181/tsfile/live/0006_1.m3u8$订阅源|1920x1080
CCTV-6,http://221.205.129.74:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-6,http://221.205.129.229:9999/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-6,http://139.196.151.191:2051/rtp/239.45.1.70:5140$上海电信组播源
CCTV-6,http://120.55.49.231:3095/rtp/233.50.201.198:5140$浙江电信组播源
CCTV-6,http://115.230.188.101:9999/rtp/233.50.201.198:5140$浙江电信组播源|1920x1080
CCTV-6,http://115.207.183.14:8881/rtp/233.50.201.198:5140$浙江电信组播源|1920x1080
CCTV-6,http://120.55.49.231:3095/rtp/233.50.201.18:5140$浙江电信组播源
CCTV-6,http://115.230.188.101:9999/rtp/233.50.201.18:5140$浙江电信组播源|1920x1080
CCTV-6,http://122.9.151.210:938/rtp/238.255.2.135:5999$贵州电信组播源
CCTV-6,http://114.243.104.64:8822/rtp/239.3.1.174:8001$组播源|1920x1080
CCTV-6,http://123.113.237.160:8888/rtp/239.3.1.174:8001$组播源|1920x1080
CCTV-7,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265007/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265007&livemode=1&stbId=no$订阅源|1920x1080
CCTV-7,http://222.218.158.86:8181/tsfile/live/0007_1.m3u8$订阅源|1920x1080
CCTV-7,http://219.159.194.172:8181/tsfile/live/0007_1.m3u8$订阅源|1920x1080
CCTV-7,http://171.8.138.74:85/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-7,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8$订阅源
CCTV-7,http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226432/index.m3u8$订阅源
CCTV-7,http://123.166.61.70:8003/hls/42/index.m3u8$订阅源
CCTV-7,http://[2409:8087:74d9:21::6]/270000001322/69900158041111100000002141/index.m3u8$订阅源
CCTV-7,http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002141/index.m3u8$订阅源
CCTV-7,http://58.19.38.162:9901/tsfile/live/1006_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-7,http://221.205.129.229:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-7,http://221.205.129.74:9999/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-7,http://139.196.151.191:2051/rtp/239.45.3.56:5140$上海电信组播源
CCTV-7,http://120.55.49.231:3095/rtp/233.50.201.120:5140$浙江电信组播源
CCTV-7,http://115.230.188.101:9999/rtp/233.50.201.120:5140$浙江电信组播源|1920x1080
CCTV-7,http://115.207.183.14:8881/rtp/233.50.201.120:5140$浙江电信组播源|1920x1080
CCTV-7,http://120.55.49.231:3095/rtp/233.50.201.7:5140$浙江电信组播源
CCTV-7,http://115.230.188.101:9999/rtp/233.50.201.7:5140$浙江电信组播源|1920x1080
CCTV-7,http://122.9.151.210:938/rtp/238.255.2.12:5999$贵州电信组播源
CCTV-7,http://123.113.237.160:8888/rtp/239.3.1.61:8104$组播源|1920x1080
CCTV-7,http://114.243.104.64:8822/rtp/239.3.1.61:8104$组播源|1920x1080
CCTV-8,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$订阅源
CCTV-8,http://119.163.63.188:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-8,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226008/2.m3u8$订阅源
CCTV-8,http://60.12.183.46:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-8,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8$订阅源
CCTV-8,http://111.31.22.3/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265008/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265008&livemode=1&stbId=no$订阅源|1920x1080
CCTV-8,http://223.151.49.74:59901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-8,http://39.98.201.151:9090/udp/225.1.8.85:8000$订阅源
CCTV-8,http://[2409:8087:74d9:21::6]:80/270000001128/9900000008/index.m3u8$订阅源
CCTV-8,http://123.182.60.29:9002/hls/8/index.m3u8$订阅源
CCTV-8,http://221.205.129.74:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-8,http://221.205.129.229:9999/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-8,http://139.196.151.191:2051/rtp/239.45.1.71:5140$上海电信组播源
CCTV-8,http://120.55.49.231:3095/rtp/233.50.201.199:5140$浙江电信组播源
CCTV-8,http://115.230.188.101:9999/rtp/233.50.201.199:5140$浙江电信组播源|1920x1080
CCTV-8,http://115.207.183.14:8881/rtp/233.50.201.199:5140$浙江电信组播源|1920x1080
CCTV-8,http://120.55.49.231:3095/rtp/233.50.201.19:5140$浙江电信组播源
CCTV-8,http://115.230.188.101:9999/rtp/233.50.201.19:5140$浙江电信组播源|1920x1080
CCTV-8,http://122.9.151.210:938/rtp/238.255.2.136:5999$贵州电信组播源
CCTV-8,http://114.243.104.64:8822/rtp/239.3.1.175:8001$组播源|1920x1080
CCTV-8,http://123.113.237.160:8888/rtp/239.3.1.175:8001$组播源|1920x1080
CCTV-9,http://60.12.183.46:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
CCTV-9,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225734/index.m3u8$订阅源
CCTV-9,http://121.24.98.154:8090/hls/17/index.m3u8$订阅源
CCTV-9,http://139.196.228.200:5678/mghd1080.php?id=cctv9$订阅源|1920x1080
CCTV-9,http://39.98.201.151:9090/udp/225.1.8.109:8032$订阅源
CCTV-9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8$订阅源
CCTV-9,http://61.163.181.78:9901/tsfile/live/0009_1.m3u8$订阅源
CCTV-9,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/1000000005000265009/index.m3u8?channel-id=ystenlive&Contentid=1000000005000265009&livemode=1&stbId=no$订阅源|1920x1080
CCTV-9,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225734/index.m3u8$订阅源
CCTV-9,http://171.8.138.74:85/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-9,http://221.205.129.229:9999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-9,http://221.205.129.74:9999/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-9,http://139.196.151.191:2051/rtp/239.45.3.4:5140$上海电信组播源
CCTV-9,http://120.55.49.231:3095/rtp/233.50.201.121:5140$浙江电信组播源
CCTV-9,http://115.230.188.101:9999/rtp/233.50.201.121:5140$浙江电信组播源|1920x1080
CCTV-9,http://115.207.183.14:8881/rtp/233.50.201.121:5140$浙江电信组播源|1920x1080
CCTV-9,http://42.92.117.243:8888/rtp/239.255.30.180:8231$甘肃电信组播源
CCTV-9,http://60.164.128.167:8029/rtp/239.255.30.180:8231$甘肃电信组播源|1920x1080
CCTV-9,http://122.9.151.210:938/rtp/238.255.2.155:5999$贵州电信组播源
CCTV-9,http://114.243.104.64:8822/rtp/239.3.1.62:8112$组播源|1920x1080
CCTV-9,http://123.113.237.160:8888/rtp/239.3.1.62:8112$组播源|1920x1080
CCTV-10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225730/index.m3u8$订阅源
CCTV-10,http://123.129.70.178:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-10,http://[2409:8087:5e00:24::1e]:6060/000000001000/5000000004000012827/1.m3u8$订阅源
CCTV-10,http://[2409:8087:74d9:21::6]/000000001000PLTV/88888888/224/3221226164/index.m3u8$订阅源
CCTV-10,http://[2409:8087:1a01:df::4023]/TVOD/88888888/224/3221225677/main.m3u8$订阅源
CCTV-10,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8$订阅源
CCTV-10,http://kxrj.site:998/123/mg.php?id=cctv10$订阅源
CCTV-10,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000001000026367/1.m3u8$订阅源
CCTV-10,http://113.57.20.158:9901/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-10,http://219.159.194.172:8181/tsfile/live/0010_1.m3u8$订阅源|1920x1080
CCTV-10,http://221.205.129.229:9999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-10,http://221.205.129.74:9999/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-10,http://139.196.151.191:2051/rtp/239.45.3.8:5140$上海电信组播源
CCTV-10,http://120.55.49.231:3095/rtp/233.50.201.122:5140$浙江电信组播源
CCTV-10,http://115.230.188.101:9999/rtp/233.50.201.122:5140$浙江电信组播源|1920x1080
CCTV-10,http://115.207.183.14:8881/rtp/233.50.201.122:5140$浙江电信组播源|1920x1080
CCTV-10,http://120.55.49.231:3095/rtp/233.50.201.10:5140$浙江电信组播源
CCTV-10,http://115.230.188.101:9999/rtp/233.50.201.10:5140$浙江电信组播源|1920x1080
CCTV-10,http://122.9.151.210:938/rtp/238.255.2.13:5999$贵州电信组播源
CCTV-10,http://123.113.237.160:8888/rtp/239.3.1.63:8116$组播源|1920x1080
CCTV-10,http://222.188.160.161:4022/rtp/239.49.8.134:6000$组播源|1920x1080
CCTV-10,http://114.243.104.64:8822/rtp/239.3.1.63:8116$组播源|1920x1080
CCTV-11,http://117.27.190.42:9998/tsfile/live/23242_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-11,http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000002000019789/1.m3u8$订阅源
CCTV-11,http://39.98.201.151:9090/udp/225.1.8.111:8040$订阅源
CCTV-11,http://111.31.22.5/cache.ott.fifalive.itv.cmvideo.cn/000000001000/5000000011000031106/index.m3u8?channel-id=bestzb&Contentid=5000000011000031106&livemode=1&stbId=no$订阅源|1920x1080
CCTV-11,http://124.128.73.58:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-11,http://58.216.229.130:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8$订阅源
CCTV-11,http://58.48.37.158:1111/tsfile/live/0011_1.m3u8$订阅源
CCTV-11,http://39.98.201.151:9090/udp/225.1.8.73:8120$订阅源
CCTV-11,http://116.128.242.83:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV-11,http://221.205.129.74:9999/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-11,http://221.205.129.229:9999/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0$山西酒店源
CCTV-11,http://139.196.151.191:2051/rtp/239.45.1.196:5140$上海电信组播源
CCTV-11,http://120.55.49.231:3095/rtp/233.50.201.11:5140$浙江电信组播源
CCTV-11,http://115.230.188.101:9999/rtp/233.50.201.11:5140$浙江电信组播源|1920x1080
CCTV-11,http://115.207.183.14:8881/rtp/233.50.201.11:5140$浙江电信组播源|1920x1080
CCTV-11,http://42.92.117.243:8888/rtp/239.255.30.62:8231$甘肃电信组播源
CCTV-11,http://60.164.128.167:8029/rtp/239.255.30.62:8231$甘肃电信组播源|1920x1080
CCTV-11,http://122.9.151.210:938/rtp/238.255.2.14:5999$贵州电信组播源
CCTV-11,http://114.243.104.64:8822/rtp/239.3.1.152:8120$组播源|1920x1080
CCTV-11,http://123.113.237.160:8888/rtp/239.3.1.152:8120$组播源|1920x1080
CCTV-12,http://58.51.111.46:1111/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
